track_id,genre_id,segment_paths
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_1.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_2.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_3.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_4.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_5.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_6.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_7.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_8.npy
track_reggae.00008.wav,8,data/mel_spectrograms_train\track_reggae.00008.wav/track_reggae.00008.wav_segment_9.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_0.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_1.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_2.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_3.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_4.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_5.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_6.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_7.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_8.npy
track_rock.00006.wav,9,data/mel_spectrograms_train\track_rock.00006.wav/track_rock.00006.wav_segment_9.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_0.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_1.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_2.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_3.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_4.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_5.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_6.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_7.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_8.npy
track_country.00078.wav,2,data/mel_spectrograms_train\track_country.00078.wav/track_country.00078.wav_segment_9.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_0.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_1.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_2.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_3.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_4.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_5.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_6.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_7.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_8.npy
track_pop.00029.wav,7,data/mel_spectrograms_train\track_pop.00029.wav/track_pop.00029.wav_segment_9.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_0.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_1.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_2.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_3.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_4.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_5.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_6.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_7.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_8.npy
track_rock.00089.wav,9,data/mel_spectrograms_train\track_rock.00089.wav/track_rock.00089.wav_segment_9.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_0.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_1.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_2.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_3.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_4.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_5.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_6.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_7.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_8.npy
track_metal.00064.wav,6,data/mel_spectrograms_train\track_metal.00064.wav/track_metal.00064.wav_segment_9.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_0.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_1.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_2.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_3.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_4.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_5.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_6.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_7.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_8.npy
track_pop.00023.wav,7,data/mel_spectrograms_train\track_pop.00023.wav/track_pop.00023.wav_segment_9.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_0.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_1.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_2.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_3.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_4.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_5.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_6.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_7.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_8.npy
track_rock.00046.wav,9,data/mel_spectrograms_train\track_rock.00046.wav/track_rock.00046.wav_segment_9.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_0.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_1.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_2.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_3.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_4.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_5.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_6.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_7.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_8.npy
track_pop.00006.wav,7,data/mel_spectrograms_train\track_pop.00006.wav/track_pop.00006.wav_segment_9.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_0.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_1.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_2.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_3.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_4.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_5.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_6.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_7.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_8.npy
track_pop.00009.wav,7,data/mel_spectrograms_train\track_pop.00009.wav/track_pop.00009.wav_segment_9.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_0.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_1.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_2.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_3.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_4.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_5.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_6.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_7.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_8.npy
track_blues.00000.wav,0,data/mel_spectrograms_train\track_blues.00000.wav/track_blues.00000.wav_segment_9.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_0.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_1.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_2.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_3.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_4.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_5.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_6.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_7.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_8.npy
track_classical.00010.wav,1,data/mel_spectrograms_train\track_classical.00010.wav/track_classical.00010.wav_segment_9.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_0.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_1.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_2.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_3.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_4.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_5.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_6.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_7.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_8.npy
track_blues.00007.wav,0,data/mel_spectrograms_train\track_blues.00007.wav/track_blues.00007.wav_segment_9.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_0.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_1.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_2.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_3.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_4.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_5.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_6.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_7.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_8.npy
track_reggae.00046.wav,8,data/mel_spectrograms_train\track_reggae.00046.wav/track_reggae.00046.wav_segment_9.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_0.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_1.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_2.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_3.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_4.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_5.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_6.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_7.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_8.npy
track_metal.00047.wav,6,data/mel_spectrograms_train\track_metal.00047.wav/track_metal.00047.wav_segment_9.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_0.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_1.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_2.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_3.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_4.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_5.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_6.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_7.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_8.npy
track_hiphop.00050.wav,4,data/mel_spectrograms_train\track_hiphop.00050.wav/track_hiphop.00050.wav_segment_9.npy
track_rock.00031.wav,9,data/mel_spectrograms_train\track_rock.00031.wav/track_rock.00031.wav_segment_0.npy
track_rock.00031.wav,9,data/mel_spectrograms_train\track_rock.00031.wav/track_rock.00031.wav_segment_1.npy
track_rock.00031.wav,9,data/mel_spectrograms_train\track_rock.00031.wav/track_rock.00031.wav_segment_2.npy
track_rock.00031.wav,9,data/mel_spectrograms_train\track_rock.00031.wav/track_rock.00031.wav_segment_3.npy
track_rock.00031.wav,9,data/mel_spectrograms_train\track_rock.00031.wav/track_rock.00031.wav_segment_4.npy
track_rock.00031.wav,9,data/mel_spectrograms_train\track_rock.00031.wav/track_rock.00031.wav_segment_5.npy
